link;download_date;price;currency;airlines;number_destinations;duration_0;stops_0;number_stops_0;date_0;depart_time_0;arrival_time_0;depart_airport_0;arrival_airport_0;day_week_0
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;29;€;Ryanair;1;2.6;;0;18-11;9:25;12:00;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;38;€;Ryanair;1;11.8;OTP;1;20-11;6:30;18:20;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;41;€;Ryanair;1;2.6;;0;18-11;16:35;19:10;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;43;€;Ryanair;1;2.6;;0;21-11;20:50;23:25;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;49;€;Ryanair;1;2.6;;0;18-11;20:50;23:25;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;49;€;Ryanair;1;7.4;STN;1;16-11;11:10;18:35;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;51;€;Ryanair;1;2.6;;0;21-11;16:35;19:10;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;57;€;Ryanair;1;16.8;STN;1;18-11;17:25;10:15;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;61;€;Wizz Air / Ryanair;1;15.1;OTP;1;18-11;7:45;22:50;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;61;€;Ryanair;1;17.5;CRL;1;18-11;18:20;11:50;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;70;€;TAP AIR PORTUGAL  - Portugalia opera el vuel;1;21.2;LIS;1;18-11;14:15;11:30;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;71;€;TAP AIR PORTUGAL;1;6.1;LIS;1;18-11;14:15;20:20;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;72;€;TAP AIR PORTUGAL;1;27.6;LIS;1;18-11;14:15;17:50;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;74;€;Air France;1;5.3;CDG;1;18-11;6:20;11:40;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;75;€;Air France;1;5.2;CDG;1;18-11;17:50;23:05;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;75;€;Ryanair / FlixBus;1;10.8;CGN, FRA;2;18-11;8:55;19:40;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;76;€;Air France;1;16.8;CDG;1;18-11;6:20;23:05;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;77;€;Alitalia;1;2.6;;0;18-11;14:30;17:05;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.2;BRU;1;20-11;6:35;11:50;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.2;BRU;1;15-11;6:35;11:50;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.2;BRU;1;17-11;6:35;11:50;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.2;BRU;1;21-11;6:35;11:50;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.6;BRU;1;20-11;17:40;23:15;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.6;BRU;1;16-11;17:40;23:15;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.6;BRU;1;15-11;17:40;23:15;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;5.6;BRU;1;21-11;17:40;23:15;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;6.2;BRU;1;20-11;10:45;16:55;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;6.2;BRU;1;16-11;10:45;16:55;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;6.2;BRU;1;15-11;10:45;16:55;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;6.2;BRU;1;17-11;10:45;16:55;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;6.2;BRU;1;21-11;10:45;16:55;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;9.7;BRU;1;20-11;10:45;20:25;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;9.7;BRU;1;16-11;10:45;20:25;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;9.7;BRU;1;15-11;10:45;20:25;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;9.7;BRU;1;17-11;10:45;20:25;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;9.7;BRU;1;21-11;10:45;20:25;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;10.3;BRU;1;20-11;6:35;16:55;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;10.3;BRU;1;16-11;6:35;16:55;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;10.3;BRU;1;15-11;6:35;16:55;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;10.3;BRU;1;17-11;6:35;16:55;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;10.3;BRU;1;21-11;6:35;16:55;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;12.5;BRU;1;20-11;10:45;23:15;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;12.5;BRU;1;16-11;10:45;23:15;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;12.5;BRU;1;15-11;10:45;23:15;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;12.5;BRU;1;17-11;10:45;23:15;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;12.5;BRU;1;21-11;10:45;23:15;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;13.8;BRU;1;20-11;6:35;20:25;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;13.8;BRU;1;16-11;6:35;20:25;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;13.8;BRU;1;15-11;6:35;20:25;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;13.8;BRU;1;17-11;6:35;20:25;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;13.8;BRU;1;21-11;6:35;20:25;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;16.7;BRU;1;20-11;6:35;23:15;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;16.7;BRU;1;16-11;6:35;23:15;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;16.7;BRU;1;15-11;6:35;23:15;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;16.7;BRU;1;17-11;6:35;23:15;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;86;€;Brussels Airlines;1;16.7;BRU;1;21-11;6:35;23:15;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;87;€;Ryanair;1;13;DUB;1;16-11;21:00;10:00;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;89;€;Vueling;1;14.8;BCN;1;18-11;7:00;21:50;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;92;€;Blue Air;1;8.8;OTP;1;21-11;8:55;17:40;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-13h-55m-35s;96;€;Brussels Airlines;1;5.6;BRU;1;17-11;17:40;23:15;FCO;MAD;vie
